experiment_id,bank_condition,query_id,query_version,retrieval_method,rank,memory_id,semantic_similarity,state_alignment,context_alignment,experience_alignment,final_ranking_score,readmitted
RQ1_20260914T175757Z,shuffled,Q002,base,baseline,3,M053942,0.9991354942321777,0.5619047619047619,,,,>30
RQ1_20260914T175757Z,shuffled,Q002,base,baseline,4,M047437,0.999078631401062,0.7013605442176871,,,,<30
RQ1_20260914T175757Z,shuffled,Q002,base,baseline,5,M050872,0.9990516901016235,0.5600250626566415,,,,>30
RQ1_20260914T175757Z,shuffled,Q002,base,sacr,1,M060927,1.0,0.8285714285714285,1.0,1.0,1.0,NO
RQ1_20260914T175757Z,shuffled,Q002,base,sacr,2,M047502,0.998629093170166,0.9292517006802721,0.9870092693565977,1.0,0.9959298372268677,NO
RQ1_20260914T175757Z,shuffled,Q002,base,sacr,3,M069758,0.998687744140625,0.8312925170068028,0.9790757906215921,1.0,0.9939815998077393,NO
RQ1_20260914T175757Z,shuffled,Q002,base,sacr,4,M047437,0.999078631401062,0.7013605442176871,0.9770992366412213,1.0,0.9937219619750977,<30
RQ1_20260914T175757Z,shuffled,Q002,base,sacr,5,M069240,0.9972434043884277,0.8476190476190476,0.9807660850599781,1.0,0.9935375452041626,>30
RQ1_20260914T175757Z,shuffled,Q002,shifted,baseline,1,M060927,1.0,0.8210526315789474,,,,NO
RQ1_20260914T175757Z,shuffled,Q002,shifted,baseline,2,M085993,0.9992295503616333,0.556265664160401,,,,NO
RQ1_20260914T175757Z,shuffled,Q002,shifted,baseline,3,M053942,0.9991354942321777,0.5543859649122808,,,,>30
RQ1_20260914T175757Z,shuffled,Q002,shifted,baseline,4,M047437,0.999078631401062,0.693841747225206,,,,<30
RQ1_20260914T175757Z,shuffled,Q002,shifted,baseline,5,M050872,0.9990516901016235,0.556265664160401,,,,>30
RQ1_20260914T175757Z,shuffled,Q002,shifted,sacr,1,M060927,1.0,0.8210526315789474,1.0,1.0,1.0,NO
RQ1_20260914T175757Z,shuffled,Q002,shifted,sacr,2,M047502,0.998629093170166,0.9217329036877909,0.9870092693565977,1.0,0.9959298372268677,NO
RQ1_20260914T175757Z,shuffled,Q002,shifted,sacr,3,M069758,0.998687744140625,0.8237737200143217,0.9790757906215921,1.0,0.9939815998077393,NO
RQ1_20260914T175757Z,shuffled,Q002,shifted,sacr,4,M069240,0.9972434043884277,0.8401002506265665,0.9807660850599781,1.0,0.9935375452041626,>30
RQ1_20260914T175757Z,shuffled,Q002,shifted,sacr,5,M051698,0.9978924989700317,0.8401002506265665,0.9700427117411851,1.0,0.991246223449707,NO
RQ1_20260914T175757Z,shuffled,Q003,base,baseline,1,M079920,1.0,0.8306122448979593,,,,NO
RQ1_20260914T175757Z,shuffled,Q003,base,baseline,2,M020261,0.9993844032287598,0.5068027210884354,,,,NO
RQ1_20260914T175757Z,shuffled,Q003,base,baseline,3,M012821,0.9993844032287598,0.7993197278911566,,,,<30
RQ1_20260914T175757Z,shuffled,Q003,base,baseline,4,M094507,0.9993553161621094,0.8306122448979593,,,,>30
RQ1_20260914T175757Z,shuffled,Q003,base,baseline,5,M053193,0.9993504881858826,0.6687074829931973,,,,>30
RQ1_20260914T175757Z,shuffled,Q003,base,sacr,1,M079920,1.0,0.8306122448979593,1.0,1.0,1.0,NO
RQ1_20260914T175757Z,shuffled,Q003,base,sacr,2,M012821,0.9993844032287598,0.7993197278911566,0.9938522355507089,1.0,0.9980937242507935,<30
RQ1_20260914T175757Z,shuffled,Q003,base,sacr,3,M072610,0.9990502595901489,0.7925170068027212,0.9859187568157034,1.0,0.9959099292755127,NO
RQ1_20260914T175757Z,shuffled,Q003,base,sacr,4,M028717,0.9990425109863281,0.9802721088435374,0.9711423118865866,1.0,0.992211103439331,>30
RQ1_20260914T175757Z,shuffled,Q003,base,sacr,5,M094507,0.9993553161621094,0.8306122448979593,0.9672619047619048,1.0,0.9914286136627197,>30
RQ1_20260914T175757Z,shuffled,Q003,shifted,baseline,1,M079920,1.0,0.8020408163265307,,,,NO
RQ1_20260914T175757Z,shuffled,Q003,shifted,baseline,2,M020261,0.9993844032287598,0.5544217687074829,,,,NO
RQ1_20260914T175757Z,shuffled,Q003,shifted,baseline,3,M012821,0.9993844032287598,0.8469387755102041,,,,<30
RQ1_20260914T175757Z,shuffled,Q003,shifted,baseline,4,M094507,0.9993553161621094,0.7829931972789116,,,,>30
RQ1_20260914T175757Z,shuffled,Q003,shifted,baseline,5,M053193,0.9993504881858826,0.6782312925170068,,,,>30
RQ1_20260914T175757Z,shuffled,Q003,shifted,sacr,1,M079920,1.0,0.8020408163265307,1.0,1.0,1.0,NO
RQ1_20260914T175757Z,shuffled,Q003,shifted,sacr,2,M012821,0.9993844032287598,0.8469387755102041,0.9938522355507089,1.0,0.9980937242507935,<30
RQ1_20260914T175757Z,shuffled,Q003,shifted,sacr,3,M072610,0.9990502595901489,0.8401360544217688,0.9859187568157034,1.0,0.9959099292755127,NO
RQ1_20260914T175757Z,shuffled,Q003,shifted,sacr,4,M028717,0.9990425109863281,0.9517006802721089,0.9711423118865866,1.0,0.992211103439331,>30
RQ1_20260914T175757Z,shuffled,Q003,shifted,sacr,5,M036451,0.9987308382987976,0.7108843537414966,0.9711423118865866,1.0,0.9920240640640259,NO
RQ1_20260914T175757Z,shuffled,Q004,base,baseline,1,M050078,1.0,0.6884353741496599,,,,>30
RQ1_20260914T175757Z,shuffled,Q004,base,baseline,2,M059745,0.9982020854949951,0.6884353741496599,,,,>30
RQ1_20260914T175757Z,shuffled,Q004,base,baseline,3,M059135,0.9978526830673218,0.5523809523809524,,,,NO
RQ1_20260914T175757Z,shuffled,Q004,base,baseline,4,M039907,0.9973300099372864,0.545578231292517,,,,>30
RQ1_20260914T175757Z,shuffled,Q004,base,baseline,5,M069349,0.9972748756408691,0.8312925170068028,,,,>30
RQ1_20260914T175757Z,shuffled,Q004,base,sacr,1,M091738,0.9967393279075623,0.8217687074829932,0.9236400050331348,1.0,0.9789535999298096,>30
RQ1_20260914T175757Z,shuffled,Q004,base,sacr,2,M051851,0.996674656867981,0.8210884353741498,0.8982698599110812,1.0,0.9725723266601562,NO
RQ1_20260914T175757Z,shuffled,Q004,base,sacr,3,M052499,0.9966471791267395,0.8312925170068028,0.8964002600452982,1.0,0.9720883369445801,>30
RQ1_20260914T175757Z,shuffled,Q004,base,sacr,4,M083417,0.9964045882225037,0.8122448979591838,0.8930448368425468,1.0,0.9711039066314697,NO
RQ1_20260914T175757Z,shuffled,Q004,base,sacr,5,M084918,0.9960356950759888,0.7074829931972789,0.8894618740038587,1.0,0.9699869155883789,NO
RQ1_20260914T175757Z,shuffled,Q004,shifted,baseline,1,M050078,1.0,0.6884353741496599,,,,>30
RQ1_20260914T175757Z,shuffled,Q004,shifted,baseline,2,M059745,0.9982020854949951,0.6884353741496599,,,,>30
RQ1_20260914T175757Z,shuffled,Q004,shifted,baseline,3,M059135,0.9978526830673218,0.6952380952380953,,,,NO
RQ1_20260914T175757Z,shuffled,Q004,shifted,baseline,4,M039907,0.9973300099372864,0.545578231292517,,,,>30
RQ1_20260914T175757Z,shuffled,Q004,shifted,baseline,5,M069349,0.9972748756408691,0.8312925170068028,,,,>30
RQ1_20260914T175757Z,shuffled,Q004,shifted,sacr,1,M049322,0.9965438842773438,0.8294128177586825,0.9580089757570673,1.0,0.9874286651611328,<30
RQ1_20260914T175757Z,shuffled,Q004,shifted,sacr,2,M091738,0.9967393279075623,0.8217687074829932,0.9236400050331348,1.0,0.9789535999298096,>30
RQ1_20260914T175757Z,shuffled,Q004,shifted,sacr,3,M077874,0.9964801073074341,0.8217687074829932,0.9029433352906635,1.0,0.9736239910125732,>30
RQ1_20260914T175757Z,shuffled,Q004,shifted,sacr,4,M051851,0.996674656867981,0.8210884353741498,0.8982698599110812,1.0,0.9725723266601562,NO
RQ1_20260914T175757Z,shuffled,Q004,shifted,sacr,5,M052499,0.9966471791267395,0.9741496598639456,0.8964002600452982,1.0,0.9720883369445801,>30
RQ1_20260914T175757Z,shuffled,Q005,base,baseline,1,M044080,1.0,0.6884353741496599,,,,<30
RQ1_20260914T175757Z,shuffled,Q005,base,baseline,2,M094262,0.9996137619018555,0.6884353741496599,,,,NO
RQ1_20260914T175757Z,shuffled,Q005,base,baseline,3,M054662,0.999446451663971,0.6789115646258503,,,,>30
RQ1_20260914T175757Z,shuffled,Q005,base,baseline,4,M075292,0.999291181564331,0.545578231292517,,,,NO
RQ1_20260914T175757Z,shuffled,Q005,base,baseline,5,M065819,0.9992685317993164,0.6979591836734694,,,,NO
RQ1_20260914T175757Z,shuffled,Q005,base,sacr,1,M054335,0.998910665512085,0.8312925170068028,0.9934569247546347,1.0,0.9977105855941772,>30
RQ1_20260914T175757Z,shuffled,Q005,base,sacr,2,M049456,0.9987752437591553,0.8312925170068028,0.9877044711014176,1.0,0.9961912631988525,NO
RQ1_20260914T175757Z,shuffled,Q005,base,sacr,3,M099801,0.9989891648292542,0.8312925170068028,0.9836423118865867,1.0,0.9953041076660156,>30
RQ1_20260914T175757Z,shuffled,Q005,base,sacr,4,M051502,0.9991634488105774,0.84421768707483,0.9760087241003271,1.0,0.9935002326965332,NO
RQ1_20260914T175757Z,shuffled,Q005,base,sacr,5,M065637,0.9988552331924438,0.7040816326530612,0.9757088331515812,1.0,0.9932403564453125,NO
RQ1_20260914T175757Z,shuffled,Q005,shifted,baseline,1,M044080,1.0,0.6612244897959183,,,,<30
RQ1_20260914T175757Z,shuffled,Q005,shifted,baseline,2,M094262,0.9996137619018555,0.6612244897959183,,,,NO
RQ1_20260914T175757Z,shuffled,Q005,shifted,baseline,3,M054662,0.999446451663971,0.6653061224489797,,,,>30
RQ1_20260914T175757Z,shuffled,Q005,shifted,baseline,4,M075292,0.999291181564331,0.5183673469387755,,,,NO
RQ1_20260914T175757Z,shuffled,Q005,shifted,baseline,5,M065819,0.9992685317993164,0.6707482993197279,,,,NO
RQ1_20260914T175757Z,shuffled,Q005,shifted,sacr,1,M054335,0.998910665512085,0.8040816326530612,0.9934569247546347,1.0,0.9977105855941772,>30
RQ1_20260914T175757Z,shuffled,Q005,shifted,sacr,2,M049456,0.9987752437591553,0.8176870748299321,0.9877044711014176,1.0,0.9961912631988525,NO
RQ1_20260914T175757Z,shuffled,Q005,shifted,sacr,3,M099801,0.9989891648292542,0.8040816326530612,0.9836423118865867,1.0,0.9953041076660156,>30
RQ1_20260914T175757Z,shuffled,Q005,shifted,sacr,4,M051502,0.9991634488105774,0.8170068027210885,0.9760087241003271,1.0,0.9935002326965332,NO
RQ1_20260914T175757Z,shuffled,Q005,shifted,sacr,5,M015782,0.9988552331924438,0.8231292517006803,0.9757088331515812,1.0,0.9932403564453125,<30
RQ1_20260914T175757Z,shuffled,Q006,base,baseline,1,M004727,1.0,0.6068027210884354,,,,NO
RQ1_20260914T175757Z,shuffled,Q006,base,baseline,2,M089503,0.9993441104888916,0.5273720014321518,,,,NO
RQ1_20260914T175757Z,shuffled,Q006,base,baseline,3,M005660,0.9993368983268738,0.6423379878267097,,,,NO
RQ1_20260914T175757Z,shuffled,Q006,base,baseline,4,M030213,0.9992878437042236,0.6185284640171859,,,,NO
RQ1_20260914T175757Z,shuffled,Q006,base,baseline,5,M007441,0.9992638230323792,0.693358395989975,,,,>30
RQ1_20260914T175757Z,shuffled,Q006,base,sacr,1,M089528,0.9990761280059814,0.8266917293233081,0.9734187568157033,1.0,0.9928003549575806,NO
RQ1_20260914T175757Z,shuffled,Q006,base,sacr,2,M068441,0.9975696206092834,0.7885964912280701,0.9732394513883064,1.0,0.9918516874313354,>30
RQ1_20260914T175757Z,shuffled,Q006,base,sacr,3,M010994,0.9978440403938293,0.7885964912280701,0.9698724939182954,1.0,0.991174578666687,NO
RQ1_20260914T175757Z,shuffled,Q006,base,sacr,4,M015635,0.9974744915962219,0.7885964912280701,0.9628250566227665,1.0,0.989190936088562,NO
RQ1_20260914T175757Z,shuffled,Q006,base,sacr,5,M080926,0.9983832240104675,0.8294128177586825,0.9513949472918938,1.0,0.9868787527084351,>30
RQ1_20260914T175757Z,shuffled,Q006,shifted,baseline,1,M004727,1.0,0.5992839240959542,,,,NO
RQ1_20260914T175757Z,shuffled,Q006,shifted,baseline,2,M089503,0.9993441104888916,0.5198532044396706,,,,NO
RQ1_20260914T175757Z,shuffled,Q006,shifted,baseline,3,M005660,0.9993368983268738,0.6348191908342284,,,,NO
RQ1_20260914T175757Z,shuffled,Q006,shifted,baseline,4,M030213,0.9992878437042236,0.6147690655209451,,,,NO
RQ1_20260914T175757Z,shuffled,Q006,shifted,baseline,5,M007441,0.9992638230323792,0.6858395989974938,,,,>30
RQ1_20260914T175757Z,shuffled,Q006,shifted,sacr,1,M089528,0.9990761280059814,0.819172932330827,0.9734187568157033,1.0,0.9928003549575806,NO
RQ1_20260914T175757Z,shuffled,Q006,shifted,sacr,2,M068441,0.9975696206092834,0.7810776942355889,0.9732394513883064,1.0,0.9918516874313354,>30
RQ1_20260914T175757Z,shuffled,Q006,shifted,sacr,3,M010994,0.9978440403938293,0.7810776942355889,0.9698724939182954,1.0,0.991174578666687,NO
RQ1_20260914T175757Z,shuffled,Q006,shifted,sacr,4,M015635,0.9974744915962219,0.7810776942355889,0.9628250566227665,1.0,0.989190936088562,NO
RQ1_20260914T175757Z,shuffled,Q006,shifted,sacr,5,M080926,0.9983832240104675,0.8218940207662013,0.9513949472918938,1.0,0.9868787527084351,>30
RQ1_20260914T175757Z,shuffled,Q007,base,baseline,1,M029944,1.000000238418579,0.5333333333333333,,,,NO
RQ1_20260914T175757Z,shuffled,Q007,base,baseline,2,M003164,0.9993074536323547,0.6857142857142857,,,,>30
RQ1_20260914T175757Z,shuffled,Q007,base,baseline,3,M030690,0.9987031817436218,0.6700680272108844,,,,>30
RQ1_20260914T175757Z,shuffled,Q007,base,baseline,4,M010909,0.9986845850944519,0.65578231292517,,,,>30
RQ1_20260914T175757Z,shuffled,Q007,base,baseline,5,M035734,0.9985516667366028,0.5197278911564626,,,,>30
RQ1_20260914T175757Z,shuffled,Q007,base,sacr,1,M003265,0.9979531168937683,0.8380952380952381,0.9533966669462852,1.0,0.9871209859848022,<30
RQ1_20260914T175757Z,shuffled,Q007,base,sacr,2,M041095,0.9984678626060486,0.8122448979591838,0.9506410256410256,1.0,0.9867409467697144,NO
RQ1_20260914T175757Z,shuffled,Q007,base,sacr,3,M024621,0.997981607913971,0.819047619047619,0.9505204401196767,1.0,0.9864190816879272,>30
RQ1_20260914T175757Z,shuffled,Q007,base,sacr,4,M035171,0.9982197284698486,0.7047619047619048,0.9383454967424434,1.0,0.9835182428359985,>30
RQ1_20260914T175757Z,shuffled,Q007,base,sacr,5,M008076,0.9980494976043701,0.7142857142857143,0.9355646897631631,1.0,0.9827209711074829,>30
RQ1_20260914T175757Z,shuffled,Q007,shifted,baseline,1,M029944,1.000000238418579,0.5714285714285714,,,,NO
RQ1_20260914T175757Z,shuffled,Q007,shifted,baseline,2,M003164,0.9993074536323547,0.7047619047619048,,,,>30
RQ1_20260914T175757Z,shuffled,Q007,shifted,baseline,3,M030690,0.9987031817436218,0.6319727891156462,,,,>30
RQ1_20260914T175757Z,shuffled,Q007,shifted,baseline,4,M010909,0.9986845850944519,0.6938775510204083,,,,>30
RQ1_20260914T175757Z,shuffled,Q007,shifted,baseline,5,M035734,0.9985516667366028,0.5578231292517006,,,,>30
RQ1_20260914T175757Z,shuffled,Q007,shifted,sacr,1,M003265,0.9979531168937683,0.8380952380952381,0.9533966669462852,1.0,0.9871209859848022,<30
RQ1_20260914T175757Z,shuffled,Q007,shifted,sacr,2,M041095,0.9984678626060486,0.8503401360544218,0.9506410256410256,1.0,0.9867409467697144,NO
RQ1_20260914T175757Z,shuffled,Q007,shifted,sacr,3,M024621,0.997981607913971,0.8571428571428571,0.9505204401196767,1.0,0.9864190816879272,>30
RQ1_20260914T175757Z,shuffled,Q007,shifted,sacr,4,M034137,0.9973219633102417,0.8367346938775511,0.9349900735396918,1.0,0.9821406602859497,NO
RQ1_20260914T175757Z,shuffled,Q007,shifted,sacr,5,M003164,0.9993074536323547,0.7047619047619048,0.928880407124682,1.0,0.981804609298706,>30
RQ1_20260914T175757Z,shuffled,Q008,base,baseline,1,M084575,1.0000001192092896,0.7090046544933762,,,,>30
RQ1_20260914T175757Z,shuffled,Q008,base,baseline,2,M077672,1.0000001192092896,0.6831543143573219,,,,NO
RQ1_20260914T175757Z,shuffled,Q008,base,baseline,3,M095446,1.0000001192092896,0.7022019334049409,,,,>30
RQ1_20260914T175757Z,shuffled,Q008,base,baseline,4,M092915,0.9998024702072144,0.6797529538131043,,,,<30
RQ1_20260914T175757Z,shuffled,Q008,base,baseline,5,M081790,0.9997596740722656,0.6994808449695668,,,,NO
RQ1_20260914T175757Z,shuffled,Q008,base,sacr,1,M084575,1.0000001192092896,0.7090046544933762,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,shuffled,Q008,base,sacr,2,M095446,1.0000001192092896,0.7022019334049409,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,shuffled,Q008,base,sacr,3,M076048,0.9997464418411255,0.8382563551736484,0.9964285714285713,1.0,0.9989550113677979,NO
RQ1_20260914T175757Z,shuffled,Q008,base,sacr,4,M095593,0.9994862675666809,0.7022019334049409,0.9953380588876771,1.0,0.9985263347625732,NO
RQ1_20260914T175757Z,shuffled,Q008,base,sacr,5,M065714,0.9995644688606262,0.7056032939491585,0.994942748091603,1.0,0.9984743595123291,NO
RQ1_20260914T175757Z,shuffled,Q008,shifted,baseline,1,M084575,1.0000001192092896,0.8518617973505191,,,,>30
RQ1_20260914T175757Z,shuffled,Q008,shifted,baseline,2,M077672,1.0000001192092896,0.6831543143573219,,,,NO
RQ1_20260914T175757Z,shuffled,Q008,shifted,baseline,3,M095446,1.0000001192092896,0.8450590762620838,,,,>30
RQ1_20260914T175757Z,shuffled,Q008,shifted,baseline,4,M092915,0.9998024702072144,0.6797529538131043,,,,<30
RQ1_20260914T175757Z,shuffled,Q008,shifted,baseline,5,M081790,0.9997596740722656,0.6994808449695668,,,,NO
RQ1_20260914T175757Z,shuffled,Q008,shifted,sacr,1,M084575,1.0000001192092896,0.8518617973505191,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,shuffled,Q008,shifted,sacr,2,M095446,1.0000001192092896,0.8450590762620838,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,shuffled,Q008,shifted,sacr,3,M076048,0.9997464418411255,0.8382563551736484,0.9964285714285713,1.0,0.9989550113677979,NO
RQ1_20260914T175757Z,shuffled,Q008,shifted,sacr,4,M065714,0.9995644688606262,0.8484604368063015,0.994942748091603,1.0,0.9984743595123291,NO
RQ1_20260914T175757Z,shuffled,Q008,shifted,sacr,5,M063614,0.9990450143814087,0.9661475116362334,0.9942475463467829,1.0,0.9979889392852783,>30
RQ1_20260914T175757Z,shuffled,Q009,base,baseline,1,M059479,1.0000001192092896,0.8244897959183675,,,,<30
RQ1_20260914T175757Z,shuffled,Q009,base,baseline,2,M036132,0.9998601675033569,0.672108843537415,,,,NO
RQ1_20260914T175757Z,shuffled,Q009,base,baseline,3,M062630,0.9998169541358948,0.7047619047619048,,,,NO
RQ1_20260914T175757Z,shuffled,Q009,base,baseline,4,M050160,0.9997589588165283,0.8054421768707484,,,,>30
RQ1_20260914T175757Z,shuffled,Q009,base,baseline,5,M063761,0.9996360540390015,0.9448979591836736,,,,>30
RQ1_20260914T175757Z,shuffled,Q009,base,sacr,1,M059479,1.0000001192092896,0.8244897959183675,1.0,1.0,1.0000001192092896,<30
RQ1_20260914T175757Z,shuffled,Q009,base,sacr,2,M050160,0.9997589588165283,0.8054421768707484,0.9964285714285713,1.0,0.9989625215530396,>30
RQ1_20260914T175757Z,shuffled,Q009,base,sacr,3,M062630,0.9998169541358948,0.7047619047619048,0.9946428571428572,1.0,0.9985508918762207,NO
RQ1_20260914T175757Z,shuffled,Q009,base,sacr,4,M063761,0.9996360540390015,0.9448979591836736,0.9945474372955289,1.0,0.9984184503555298,>30
RQ1_20260914T175757Z,shuffled,Q009,base,sacr,5,M043070,0.998935341835022,0.8244897959183675,0.9899809160305343,1.0,0.9968564510345459,NO
RQ1_20260914T175757Z,shuffled,Q009,shifted,baseline,1,M059479,1.0000001192092896,0.7972789115646258,,,,<30
RQ1_20260914T175757Z,shuffled,Q009,shifted,baseline,2,M036132,0.9998601675033569,0.6448979591836734,,,,NO
RQ1_20260914T175757Z,shuffled,Q009,shifted,baseline,3,M062630,0.9998169541358948,0.6775510204081633,,,,NO
RQ1_20260914T175757Z,shuffled,Q009,shifted,baseline,4,M050160,0.9997589588165283,0.7782312925170068,,,,>30
RQ1_20260914T175757Z,shuffled,Q009,shifted,baseline,5,M063761,0.9996360540390015,0.9176870748299321,,,,>30
RQ1_20260914T175757Z,shuffled,Q009,shifted,sacr,1,M059479,1.0000001192092896,0.7972789115646258,1.0,1.0,1.0000001192092896,<30
RQ1_20260914T175757Z,shuffled,Q009,shifted,sacr,2,M050160,0.9997589588165283,0.7782312925170068,0.9964285714285713,1.0,0.9989625215530396,>30
RQ1_20260914T175757Z,shuffled,Q009,shifted,sacr,3,M063761,0.9996360540390015,0.9176870748299321,0.9945474372955289,1.0,0.9984184503555298,>30
RQ1_20260914T175757Z,shuffled,Q009,shifted,sacr,4,M043070,0.998935341835022,0.7972789115646258,0.9899809160305343,1.0,0.9968564510345459,NO
RQ1_20260914T175757Z,shuffled,Q009,shifted,sacr,5,M043839,0.9994065761566162,0.7972789115646258,0.9862186477644492,1.0,0.9961986541748047,NO
RQ1_20260914T175757Z,shuffled,Q010,base,baseline,1,M056742,1.0,0.7105263157894737,,,,>30
RQ1_20260914T175757Z,shuffled,Q010,base,baseline,2,M070305,0.9997192025184631,0.6683494450411743,,,,>30
RQ1_20260914T175757Z,shuffled,Q010,base,baseline,3,M093113,0.999483585357666,0.6622269960615826,,,,<30
RQ1_20260914T175757Z,shuffled,Q010,base,baseline,4,M086442,0.999469518661499,0.6941997851772289,,,,NO
RQ1_20260914T175757Z,shuffled,Q010,base,baseline,5,M070100,0.9994654655456543,0.8084854994629431,,,,>30
RQ1_20260914T175757Z,shuffled,Q010,base,sacr,1,M056742,1.0,0.7105263157894737,1.0,1.0,1.0,>30
RQ1_20260914T175757Z,shuffled,Q010,base,sacr,2,M022570,0.9993749856948853,0.7037235947010384,0.9860141766630316,1.0,0.9961285591125488,NO
RQ1_20260914T175757Z,shuffled,Q010,base,sacr,3,M070100,0.9994654655456543,0.8084854994629431,0.9857142857142858,1.0,0.996107816696167,>30
RQ1_20260914T175757Z,shuffled,Q010,base,sacr,4,M090528,0.9992031455039978,0.8370569280343717,0.9856188658669575,1.0,0.9959266185760498,>30
RQ1_20260914T175757Z,shuffled,Q010,base,sacr,5,M025930,0.9991777539253235,0.7037235947010384,0.9827426390403489,1.0,0.995192289352417,<30
RQ1_20260914T175757Z,shuffled,Q010,shifted,baseline,1,M056742,1.0,0.7030075187969924,,,,>30
RQ1_20260914T175757Z,shuffled,Q010,shifted,baseline,2,M070305,0.9997192025184631,0.6608306480486931,,,,>30
RQ1_20260914T175757Z,shuffled,Q010,shifted,baseline,3,M093113,0.999483585357666,0.6547081990691013,,,,<30
RQ1_20260914T175757Z,shuffled,Q010,shifted,baseline,4,M086442,0.999469518661499,0.6866809881847475,,,,NO
RQ1_20260914T175757Z,shuffled,Q010,shifted,baseline,5,M070100,0.9994654655456543,0.8009667024704619,,,,>30
RQ1_20260914T175757Z,shuffled,Q010,shifted,sacr,1,M056742,1.0,0.7030075187969924,1.0,1.0,1.0,>30
RQ1_20260914T175757Z,shuffled,Q010,shifted,sacr,2,M070100,0.9994654655456543,0.8009667024704619,0.9857142857142858,1.0,0.996107816696167,>30
RQ1_20260914T175757Z,shuffled,Q010,shifted,sacr,3,M090528,0.9992031455039978,0.8295381310418904,0.9856188658669575,1.0,0.9959266185760498,>30
RQ1_20260914T175757Z,shuffled,Q010,shifted,sacr,4,M051161,0.9992469549179077,0.8295381310418904,0.9822519083969465,1.0,0.9951112270355225,<30
RQ1_20260914T175757Z,shuffled,Q010,shifted,sacr,5,M006985,0.9990848302841187,0.8077694235588971,0.978680479825518,1.0,0.9941210746765137,<30
RQ1_20260914T175757Z,shuffled,Q011,base,baseline,1,M043191,1.0000001192092896,0.8285714285714285,,,,NO
RQ1_20260914T175757Z,shuffled,Q011,base,baseline,2,M042153,1.0000001192092896,0.834013605442177,,,,<30
RQ1_20260914T175757Z,shuffled,Q011,base,baseline,3,M063474,1.0000001192092896,0.9714285714285714,,,,NO
RQ1_20260914T175757Z,shuffled,Q011,base,baseline,4,M042506,1.0000001192092896,0.7047619047619048,,,,>30
RQ1_20260914T175757Z,shuffled,Q011,base,baseline,5,M089762,0.999800980091095,0.5714285714285714,,,,NO
RQ1_20260914T175757Z,shuffled,Q011,base,sacr,1,M043191,1.0000001192092896,0.8285714285714285,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,shuffled,Q011,base,sacr,2,M042153,1.0000001192092896,0.834013605442177,1.0,1.0,1.0000001192092896,<30
RQ1_20260914T175757Z,shuffled,Q011,base,sacr,3,M063474,1.0000001192092896,0.9714285714285714,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,shuffled,Q011,base,sacr,4,M042506,1.0000001192092896,0.7047619047619048,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,shuffled,Q011,base,sacr,5,M042804,0.999800980091095,0.9714285714285714,0.9964285714285713,1.0,0.9989877939224243,NO
RQ1_20260914T175757Z,shuffled,Q011,shifted,baseline,1,M043191,1.0000001192092896,0.8571428571428571,,,,NO
RQ1_20260914T175757Z,shuffled,Q011,shifted,baseline,2,M042153,1.0000001192092896,0.8244897959183675,,,,<30
RQ1_20260914T175757Z,shuffled,Q011,shifted,baseline,3,M063474,1.0000001192092896,1.0,,,,NO
RQ1_20260914T175757Z,shuffled,Q011,shifted,baseline,4,M042506,1.0000001192092896,0.6952380952380953,,,,>30
RQ1_20260914T175757Z,shuffled,Q011,shifted,baseline,5,M089762,0.999800980091095,0.5428571428571428,,,,NO
RQ1_20260914T175757Z,shuffled,Q011,shifted,sacr,1,M043191,1.0000001192092896,0.8571428571428571,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,shuffled,Q011,shifted,sacr,2,M042153,1.0000001192092896,0.8244897959183675,1.0,1.0,1.0000001192092896,<30
RQ1_20260914T175757Z,shuffled,Q011,shifted,sacr,3,M063474,1.0000001192092896,1.0,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,shuffled,Q011,shifted,sacr,4,M042804,0.999800980091095,1.0,0.9964285714285713,1.0,0.9989877939224243,NO
RQ1_20260914T175757Z,shuffled,Q011,shifted,sacr,5,M036997,0.9992208480834961,0.819047619047619,0.9906761177753545,1.0,0.9972015619277954,>30
RQ1_20260914T175757Z,shuffled,Q012,base,baseline,1,M057809,1.0000001192092896,0.8374149659863946,,,,>30
RQ1_20260914T175757Z,shuffled,Q012,base,baseline,2,M098292,0.9994928240776062,0.8476190476190476,,,,NO
RQ1_20260914T175757Z,shuffled,Q012,base,baseline,3,M036487,0.9994697570800781,0.6952380952380953,,,,NO
RQ1_20260914T175757Z,shuffled,Q012,base,baseline,4,M064739,0.9994279742240906,0.8312925170068028,,,,NO
RQ1_20260914T175757Z,shuffled,Q012,base,baseline,5,M075737,0.9994261264801025,0.7829931972789116,,,,NO
RQ1_20260914T175757Z,shuffled,Q012,base,sacr,1,M057809,1.0000001192092896,0.8374149659863946,1.0,1.0,1.0000001192092896,>30
